EPAFacilityID,ContaminantName,RegistryNumber
NY4571924774,Calcium,7440-70-2
NY4571924774,Chromium (hexavalent),18540-29-9
NY4571924774,Copper,7440-50-8
NY4571924774,Magnesium,7439-95-4
NY4571924774,Sodium,7440-23-5
NY4571924774,Thallium,7440-28-0
NY4571924774,Vanadium (fume or dust),7440-62-2
NY4571924774,Methylene chloride,75-09-2
NY4571924774,Acetone,67-64-1
NY4571924774,Carbon disulfide,75-15-0
NY4571924774,4-Chloro-3-methylphenol,35421-08-0
NY4571924774,4-Methylphenol,106-44-5
NY4571924774,4-Nitroaniline,100-01-6
NY4571924774,Benzoic acid,65-85-0
NY4571924774,Bis(2-chloroethoxy)methane,111-91-1
NY4571924774,Phenol,108-95-2
NY4571924774,"2,4-Dinitrotoluene",121-14-2
NY4571924774,2-Methylnaphthalene,90-12-0
NY4571924774,Acenaphthene,83-32-9
NY4571924774,Butyl benzyl phthalate,85-68-7
NY4571924774,Di-n-octyl phthalate,117-84-0
NY4571924774,Diethyl phthalate,84-66-2
NY4571924774,Total PAHs,130498-29-2
NY4571924774,"1,2-Dichlorobenzene",95-50-1
NY4571924774,Bromodichloromethane,75-27-4
NY4571924774,Bromoform,75-25-2
NY4571924774,Carbon tetrachloride,56-23-5
NY4571924774,Styrene,100-42-5
NY4571924774,"cis-1,2-Dichloroethene",156-59-2
NY4571924774,Biphenyl,92-52-4
NY4571924774,"1,2,4-Trimethylbenzene",95-63-6
NY4571924774,"2,4-Dimethylphenol",105-67-9
NY4571924774,Dibenzofuran,132-64-9
NY4571924774,"1,3,5-Trimethylbenzene",108-67-8
NY4571924774,Vinylidene chloride,75-35-4
NY4571924774,"1,2-DCE",540-59-0
NY4571924774,Methyl tert-butyl ether,1634-04-4
NY4571924774,PCE,127-18-4
NY4571924774,TCE,79-01-6
NY4571924774,Chlorpyrifos,2921-88-2
NY4571924774,"Petroleum hydrocarbons, unknown variety",8012-95-1
NY4571924774,Aroclor-1260,11096-82-5
NY4571924774,DDT,50-29-3
NY4571924774,Dieldrin,60-57-1
NY4571924774,Heptachlor,76-44-8
NY4571924774,beta-BHC,319-85-7
NY4571924774,DDD,72-54-8
NY4571924774,DDE,72-55-9
NY4571924774,Heptachlor epoxide,1024-57-3
NY4571924774,Methoxychlor,72-43-5
NY4571924774,Tetrachloroethene,127-18-4
NY4571924774,"3,3'-Dichlorobenzidine",91-94-1
NY4571924774,4-Chlorophenyl phenyl ether,7005-72-3
NY4571924774,Pentachlorophenol,87-86-5
NY4571924774,Endosulfan II,33213-65-9
NY4571924774,Acenaphthylene,208-96-8
NY4571924774,"2,6-Dinitrotoluene",606-20-2
NY4571924774,"1,4-Dichlorobenzene",106-46-7
NY4571924774,"1,3-Dichlorobenzene",541-73-1
NY4571924774,4-Methyl-2-pentanone,108-10-1
NY4571924774,Methyl chloride,74-87-3
NY4571924774,delta-BHC,319-86-8
NY4571924774,Aldrin,309-00-2
NY4571924774,Endrin ketone,53494-70-5
NY7890008975,Asbestos,1332-21-4
NY7890008975,Lead,7439-92-1
NY7890008975,Mercury,7439-97-6
NY7890008975,PCBs,TBD-00000027
NY7890008975,Radioactive,TBD-00000017
NY7890008975,Strontium,7440-24-6
NY7890008975,Tritium,10028-17-8
NY7890008975,"1,1,1-Trichloroethane",71-55-6
NY7890008975,"1,1-Dichloroethane",75-34-3
NY7890008975,"1,1-Dichloroethene",75-35-4
NY7890008975,Chloroethane,75-00-3
NY7890008975,Manganese,7439-96-5
NY7890008975,TCE,79-01-6
NY7890008975,Carbon tetrachloride,56-23-5
NY7890008975,Trichloroethene,79-01-6
NY7890008975,Freon-11,75-69-4
NY7890008975,Strontium-90,10098-97-2
NY7890008975,Arsenic,7440-38-2
NY7890008975,Benzo[a]anthracene,56-55-3
NY7890008975,"1,2-Dichlorobenzene",95-50-1
NY7890008975,"1,2-Dichloroethene",540-59-0
NY7890008975,Bromodichloromethane,75-27-4
NY7890008975,Ethylbenzene,100-41-4
NY7890008975,Tetrachloroethylene,127-18-4
NY7890008975,Toluene,108-88-3
NY7890008975,Trichloroethylene,79-01-6
NY7890008975,Xylene (mixed isomers),1330-20-7
NY7890008975,Ethylene dibromide,106-93-4
NY7890008975,Cadmium,7440-43-9
NY7890008975,Copper,7440-50-8
NY7890008975,Zinc,7440-66-6
NY7890008975,Silver,7440-22-4
NY7890008975,PCB-1254,11097-69-1
NY7890008975,Americium-241,14596-10-2
NY7890008975,Cesium-137,10045-97-3
NY7890008975,Plutonium-239/240,E17075086
NY7890008975,Chromium,7440-47-3
NY7890008975,Thallium,7440-28-0
NY7890008975,PCE,127-18-4
NY7890008975,Phenol,108-95-2
NY7890008975,Barium,7440-39-3
NY7890008975,Beryllium,7440-41-7
NY7890008975,Nickel,7440-02-0
NY7890008975,Vanadium (fume or dust),7440-62-2
NY7890008975,Benzo(b)fluoranthene,205-99-2
NY7890008975,Benzo[a]pyrene,50-32-8
NY7890008975,Chrysene,218-01-9
NY7890008975,"4,4-DDT",50-29-3
NY7890008975,Acetone,67-64-1
NY7890008975,Benzene,71-43-2
NY7890008975,Cesium,7440-46-2
NY7890008975,Europium-154,15585-10-1
NY7890008975,Plutonium-239,15117-48-3
NY7890008975,Radium-226,13982-63-3
NY7890008975,Aluminum (fume or dust),7429-90-5
NYD000337295,Manganese,7439-96-5
NYD000337295,Trichloroethene,79-01-6
NYD000337295,Cadmium,7440-43-9
NYD000337295,Vinyl chloride,75-01-4
NYD000337295,Chromium,7440-47-3
NYD000337295,PCE,127-18-4
NYD000337295,TCE,79-01-6
NYD000337295,"1,2-cis-Dichloroethene",156-59-2
NYD000337295,Tetrachloroethene,127-18-4
NYD000337295,Benzo[a]pyrene,50-32-8
NYD000337295,"Dibenzo(a,h)Anthracene",53-70-3
NYD000337295,Aroclor-1260,11096-82-5
NYD000337295,Cyanide,57-12-5
NYD000337295,PCBs,1336-36-3
NYD000511360,Benzene,71-43-2
NYD000511360,Chlorobenzene,108-90-7
NYD000511360,Chloroform,67-66-3
NYD000511360,Methylene chloride,75-09-2
NYD000511360,Tetrachloroethene,127-18-4
NYD000511360,Toluene,108-88-3
NYD000511360,Trichloroethene,79-01-6
NYD000511360,Vinyl chloride,75-01-4
NYD000511360,Dichloromethane,75-09-2
NYD000511360,Perchloroethylene,127-18-4
NYD000511360,Arsenic,7440-38-2
NYD000511360,Barium,7440-39-3
NYD000511360,Zinc,7440-66-6
NYD000511360,Dibutyl phthalate,84-74-2
NYD000511360,Bis(2-ethylhexyl)phthalate,117-81-7
NYD000511360,Trichloroethylene,79-01-6
NYD000511360,Selenium,7782-49-2
NYD000511360,"1,1-Dichloroethylene",75-35-4
NYD000511360,Tetrachloroethylene,127-18-4
NYD000511451,2-Aminopyridine,504-29-0
NYD000511451,Aniline,62-53-3
NYD000511451,Pyridine,110-86-1
NYD000511451,Acetone,67-64-1
NYD000511451,Benzene,71-43-2
NYD000511451,Chlorobenzene,108-90-7
NYD000511451,Ethylbenzene,100-41-4
NYD000511451,Toluene,108-88-3
NYD000511451,Xylene (mixed isomers),1330-20-7
NYD000511493,Arsenic,7440-38-2
NYD000511493,Chromium,7440-47-3
NYD000511493,Iron,7439-89-6
NYD000511493,Lead,7439-92-1
NYD000511493,Magnesium,7439-95-4
NYD000511493,Manganese,7439-96-5
NYD000511493,Mercury,7439-97-6
NYD000511493,Sodium,7440-23-5
NYD000511493,Di-n-octyl phthalate,117-84-0
NYD000511493,alpha-BHC,319-84-6
NYD000511493,delta-BHC,319-86-8
NYD000511493,gamma-BHC,58-89-9
NYD000511493,"1,1-Dichloroethane",75-34-3
NYD000511493,Benzene,71-43-2
NYD000511493,Chlorobenzene,108-90-7
NYD000511576,Cadmium,7440-43-9
NYD000511576,Chromium,7440-47-3
NYD000511576,Manganese,7439-96-5
NYD000511576,Bis(2-ethylhexyl)phthalate,117-81-7
NYD000511576,"1,1,1-TCA",71-55-6
NYD000511576,"1,2-trans-Dichloroethene",156-60-5
NYD000511576,PCE,127-18-4
NYD000511576,TCE,79-01-6
NYD000511576,Xylene (mixed isomers),1330-20-7
NYD000511576,"2,4-Dimethylphenol",105-67-9
NYD000511576,4-Chloro-3-methylphenol,35421-08-0
NYD000511576,Phenol,108-95-2
NYD000511576,Selenium,7782-49-2
NYD000511576,Silver,7440-22-4
NYD000511576,Thallium,7440-28-0
NYD000511576,Carcinogenic Polycyclic Aromatic Hydrocarbons (CPAH),E17001801
NYD000511576,Dibutyl phthalate,84-74-2
NYD000511576,Di-n-octyl phthalate,117-84-0
NYD000511576,Total PAHs,130498-29-2
NYD000511576,Aroclor-1242,53469-21-9
NYD000511576,PCBs,1336-36-3
NYD000511576,2-Butanone,78-93-3
NYD000511576,Acetone,67-64-1
NYD000511576,Methylene chloride,75-09-2
NYD000511576,Nitrosodimethylamine,62-75-9
NYD000511576,Toluene,108-88-3
NYD000511659,PCBs,1336-36-3
NYD000511659,"2,4-Dimethylphenol",105-67-9
NYD000511659,2-Nitrophenol,88-75-5
NYD000511659,Phenol,108-95-2
NYD000511659,Arsenic,7440-38-2
NYD000511659,Chromium,7440-47-3
NYD000511659,Lead,7439-92-1
NYD000511659,Selenium,7782-49-2
NYD000511659,Zinc,7440-66-6
NYD000511659,Bis(2-ethylhexyl)phthalate,117-81-7
NYD000511659,"1,1,1-Trichloroethane",71-55-6
NYD000511659,"1,2-Dichlorobenzene",95-50-1
NYD000511659,"1,2-Dichloroethane",107-06-2
NYD000511659,"1,2-trans-Dichloroethylene",156-60-5
NYD000511659,Benzene,71-43-2
NYD000511659,Chlorobenzene,108-90-7
NYD000511659,Chloroform,67-66-3
NYD000511659,Ethylbenzene,100-41-4
NYD000511659,Methylene chloride,75-09-2
NYD000511659,Toluene,108-88-3
NYD000511659,Trichloroethylene,79-01-6
NYD000511659,Xylene (mixed isomers),1330-20-7
NYD000511659,4-Methylphenol,106-44-5
NYD000511659,Arsenic (inorganic compounds),7440-38-2
NYD000511659,Barium,7440-39-3
NYD000511659,Iron,7439-89-6
NYD000511659,Magnesium,7439-95-4
NYD000511659,Manganese,7439-96-5
NYD000511659,Nickel,7440-02-0
NYD000511659,Sodium,7440-23-5
NYD000511659,Dibutyl phthalate,84-74-2
NYD000511659,"1,1-Dichloroethane",75-34-3
NYD000511659,"1,2-Dichloroethylene",540-59-0
NYD000511659,Chloroethane,75-00-3
NYD000511659,Vinyl chloride,75-01-4
NYD000511659,Metals,TBD-00000006
NYD000511659,VOC,TBD-00000010
NYD000511659,"4,4-DDT",50-29-3
NYD000511659,Dieldrin,60-57-1
NYD000511659,"4,4-DDE",72-55-9
NYD000511659,beta-BHC,319-85-7
NYD000511659,Nitrobenzene,98-95-3
NYD000511659,Beryllium,7440-41-7
NYD000511659,Copper,7440-50-8
NYD000511659,Mercury,7439-97-6
NYD000511659,Anthracene,120-12-7
NYD000511659,Butyl benzyl phthalate,85-68-7
NYD000511659,Di-n-octyl phthalate,117-84-0
NYD000511659,Naphthalene,91-20-3
NYD000511659,Phenanthrene,85-01-8
NYD000511659,PCB-1248,12672-29-6
NYD000511659,Bis(2-chloroethyl) ether,111-44-4
NYD000511659,Tetrachloroethylene,127-18-4
NYD000511659,"trans-1,2-Dichloroethylene",156-60-5
NYD000511733,"2,4-Dimethylphenol",105-67-9
NYD000511733,Phenol,108-95-2
NYD000511733,Arsenic,7440-38-2
NYD000511733,Cadmium,7440-43-9
NYD000511733,Chromium,7440-47-3
NYD000511733,Copper,7440-50-8
NYD000511733,Lead,7439-92-1
NYD000511733,Nickel,7440-02-0
NYD000511733,Zinc,7440-66-6
NYD000511733,Polychlorinated biphenyls,1336-36-3
NYD000511733,Benzene,71-43-2
NYD000511733,"trans-1,2-Dichloroethene",156-60-5
NYD000511733,Xylene (mixed isomers),1330-20-7
NYD000511733,PCBs,1336-36-3
NYD000511733,Antimony,7440-36-0
NYD000511733,"1,1-Dichloroethane",75-34-3
NYD000511733,Ethylbenzene,100-41-4
NYD000511733,"cis-1,2-Dichloroethene",156-59-2
NYD000511733,Polychlorinated terphenyls,61788-33-8
NYD000511733,Pentachlorophenol,87-86-5
NYD000511733,Barium,7440-39-3
NYD000511733,Mercury,7439-97-6
NYD000511733,Silver,7440-22-4
NYD000511733,2-Methylnaphthalene,90-12-0
NYD000511733,Acenaphthylene,208-96-8
NYD000511733,Bis(2-ethylhexyl)phthalate,117-81-7
NYD000511733,Fluorene,86-73-7
NYD000511733,Naphthalene,91-20-3
NYD000511733,Phenanthrene,85-01-8
NYD000511733,Pyrene,129-00-0
NYD000511733,"1,1,1-Trichloroethane",71-55-6
NYD000511733,"1,2-Dichlorobenzene",95-50-1
NYD000511733,4-Methyl-2-pentanone,108-10-1
NYD000511733,Acetone,67-64-1
NYD000511733,Chloroform,67-66-3
NYD000511733,Dibromochloromethane,124-48-1
NYD000511733,Methyl ethyl ketone,78-93-3
NYD000511733,Methylene chloride,75-09-2
NYD000511733,Tetrachloroethylene,127-18-4
NYD000511733,Toluene,108-88-3
NYD000511733,Trichloroethylene,79-01-6
NYD000511733,Calcium,7440-70-2
NYD000511733,Iron,7439-89-6
NYD000511733,Magnesium,7439-95-4
NYD000511733,Manganese,7439-96-5
NYD000511733,Potassium,07-09-40
NYD000511733,Sodium,7440-23-5
NYD000511857,Arsenic,7440-38-2
NYD000511857,Copper,7440-50-8
NYD000511857,Lead,7439-92-1
NYD000511857,Zinc,7440-66-6
NYD000511857,Mercury,7439-97-6
NYD000511857,DDT,50-29-3
NYD000511857,alpha-Hexachlorocyclohexane,319-84-6
NYD000511857,beta-Hexachlorocyclohexane,319-85-7
NYD000511857,DDD,72-54-8
NYD000511857,DDE,72-55-9
NYD000511857,gamma-BHC,58-89-9
NYD000512459,"1,4-Dichlorobenzene",106-46-7
NYD000512459,Antimony,7440-36-0
NYD000512459,Arsenic,7440-38-2
NYD000512459,Barium,7440-39-3
NYD000512459,Beryllium,7440-41-7
NYD000512459,Cadmium,7440-43-9
NYD000512459,Chromium,7440-47-3
NYD000512459,Lead,7439-92-1
NYD000512459,Manganese,7439-96-5
NYD000512459,Naphthalene,91-20-3
NYD000512459,Aldrin,309-00-2
NYD000512459,Chlordane,57-74-9
NYD000512459,Heptachlor epoxide,1024-57-3
NYD000512459,"1,1,1-Trichloroethane",71-55-6
NYD000512459,"1,2-Dichlorobenzene",95-50-1
NYD000512459,"1,2-Dichloroethane",107-06-2
NYD000512459,"1,2-Dichloroethylene",540-59-0
NYD000512459,Acetone,67-64-1
NYD000512459,Carbon tetrachloride,56-23-5
NYD000512459,Dichloromethane,75-09-2
NYD000512459,Ethylbenzene,100-41-4
NYD000512459,Methyl ethyl ketone,78-93-3
NYD000512459,Methyl isobutyl ketone,108-10-1
NYD000512459,Perchloroethylene,127-18-4
NYD000512459,Toluene,108-88-3
NYD000512459,Trichloroethylene,79-01-6
NYD000512459,Xylene (mixed isomers),1330-20-7
NYD000512459,Tetrachloroethene,127-18-4
NYD000512459,Trichloroethene,79-01-6
NYD000512459,"1,2,4-Trimethylbenzene",95-63-6
NYD000512459,"2,4-Dimethylphenol",105-67-9
NYD000512459,o-Cresol,95-48-7
NYD000512459,Phenol,108-95-2
NYD000512459,p-Cresol,106-44-5
NYD000512459,Cobalt,7440-48-4
NYD000512459,Aluminum (fume or dust),7429-90-5
NYD000512459,Copper,7440-50-8
NYD000512459,Mercury,7439-97-6
NYD000512459,Nickel,7440-02-0
NYD000512459,Silver,7440-22-4
NYD000512459,Vanadium (fume or dust),7440-62-2
NYD000512459,Bis(2-ethylhexyl)phthalate,117-81-7
NYD000512459,Dibutyl phthalate,84-74-2
NYD000512459,Heptachlor,76-44-8
NYD000512459,beta-BHC,319-85-7
NYD000512459,Isophorone,78-59-1
NYD000512459,"1,1,2,2-Tetrachloroethane",79-34-5
NYD000512459,"1,1-Dichloroethylene",75-35-4
NYD000512459,"1,3-Dichlorobenzene",541-73-1
NYD000512459,Benzene,71-43-2
NYD000512459,Chlorobenzene,108-90-7
NYD000512459,Chloroethane,75-00-3
NYD000512459,Chloroform,67-66-3
NYD000512459,Cumene,98-82-8
NYD000512459,Vinyl chloride,75-01-4
NYD000512459,alpha-Chlordane,5103-71-9
NYD000512459,2-Butanone,78-93-3
NYD000512459,4-Methyl-2-pentanone,108-10-1
NYD000512459,Methylene chloride,75-09-2
NYD000512459,Tetrachloroethylene,127-18-4
NYD000512459,"cis-1,2-Dichloroethylene",156-59-2
NYD000512459,Semi-Volatile Organic Compounds (SVOC),E17135955
NYD000512459,"1,2-DCA",107-06-2
NYD000512459,Zinc,7440-66-6
NYD000512459,"4,4-DDT",50-29-3
NYD000512459,Endrin,72-20-8
NYD000512459,"4,4-DDD",72-54-8
NYD000512459,"4,4-DDE",72-55-9
NYD000512459,gamma-BHC,58-89-9
NYD000512459,"1,1-Dichloroethane",75-34-3
NYD000512459,Bromodichloromethane,75-27-4
NYD000514257,Pentachlorophenol,87-86-5
NYD000514257,Phenol,108-95-2
NYD000514257,Cobalt,7440-48-4
NYD000514257,Aluminum (fume or dust),7429-90-5
NYD000514257,Antimony,7440-36-0
NYD000514257,Barium,7440-39-3
NYD000514257,Beryllium,7440-41-7
NYD000514257,Cadmium,7440-43-9
NYD000514257,Calcium,7440-70-2
NYD000514257,Chromium,7440-47-3
NYD000514257,Iron,7439-89-6
NYD000514257,Lead,7439-92-1
NYD000514257,Magnesium,7439-95-4
NYD000514257,Manganese,7439-96-5
NYD000514257,Nickel,7440-02-0
NYD000514257,Potassium,07-09-40
NYD000514257,Silver,7440-22-4
NYD000514257,Sodium,7440-23-5
NYD000514257,Vanadium (fume or dust),7440-62-2
NYD000514257,Zinc,7440-66-6
NYD000514257,Butyl benzyl phthalate,85-68-7
NYD000514257,Bis(2-ethylhexyl)phthalate,117-81-7
NYD000514257,Dibutyl phthalate,84-74-2
NYD000514257,Diethyl phthalate,84-66-2
NYD000514257,"4,4-DDT",50-29-3
NYD000514257,Aldrin,309-00-2
NYD000514257,alpha-Chlordane,5103-71-9
NYD000514257,Dieldrin,60-57-1
NYD000514257,gamma-Chlordane,5566-34-7
NYD000514257,Heptachlor,76-44-8
NYD000514257,"4,4-DDD",72-54-8
NYD000514257,"4,4-DDE",72-55-9
NYD000514257,alpha-BHC,319-84-6
NYD000514257,beta-BHC,319-85-7
NYD000514257,delta-BHC,319-86-8
NYD000514257,Endosulfan sulfate,1031-07-8
NYD000514257,Endrin aldehyde,7421-93-4
NYD000514257,gamma-BHC,58-89-9
NYD000514257,Heptachlor epoxide,1024-57-3
NYD000514257,Methoxychlor,72-43-5
NYD000514257,Acetone,67-64-1
NYD000514257,Benzene,71-43-2
NYD000514257,Chloroform,67-66-3
NYD000514257,Ethylbenzene,100-41-4
NYD000514257,Methylene chloride,75-09-2
NYD000514257,Toluene,108-88-3
NYD000514257,Xylene (mixed isomers),1330-20-7
NYD000514257,"1,4-Dichlorobenzene",106-46-7
NYD000514257,4-Methylphenol,106-44-5
NYD000514257,Barium compounds,N040
NYD000514257,Chromium compounds,TBD-00000005
NYD000514257,Arsenic,7440-38-2
NYD000514257,Copper,7440-50-8
NYD000514257,Mercury,7439-97-6
NYD000514257,"1,2-Benzanthracene",56-55-3
NYD000514257,2-Methylnaphthalene,90-12-0
NYD000514257,Acenaphthene,83-32-9
NYD000514257,Benzo[a]anthracene,56-55-3
NYD000514257,Chrysene,218-01-9
NYD000514257,Fluoranthene,206-44-0
NYD000514257,Naphthalene,91-20-3
NYD000514257,Phenanthrene,85-01-8
NYD000514257,Pyrene,129-00-0
NYD000514257,Formothion,2540-82-1
NYD000514257,"2,4-Dimethylphenol",105-67-9
NYD000514257,2-Methylphenol,95-48-7
NYD000514257,"2,6-Dinitrotoluene",606-20-2
NYD000514257,2-Butanone,78-93-3
NYD000514257,p-Cresol,106-44-5
NYD000514257,Chlorobenzene,108-90-7
NYD000514257,Endosulfan II,33213-65-9
NYD000514257,Selenium,7782-49-2
NYD000514257,Benzo(b)fluoranthene,205-99-2
NYD000514257,"Benzo(g,h,i)perylene",191-24-2
NYD000514257,Benzo(k)fluoranthene,207-08-9
NYD000514257,Benzo[a]pyrene,50-32-8
NYD000514257,Di-n-octyl phthalate,117-84-0
NYD000514257,Endrin,72-20-8
NYD000514257,"1,1,1-Trichloroethane",71-55-6
NYD000514257,"1,1-Dichloroethane",75-34-3
NYD000514257,Cyanide,57-12-5
NYD000514257,"1,12-Benzoperylene",191-24-2
NYD000514257,"11,12-Benzofluoranthene",207-08-9
NYD000514257,"3,4-Benzo-pyrene",50-32-8
NYD000514257,"3,4-Benzofluoranthene",205-99-2
NYD000514257,beta-Endosulfan,33213-65-9
NYD000514257,Dichloromethane,75-09-2
NYD000514257,Metals,TBD-00000006
NYD000514257,Pesticides,TBD-00000011
NYD000514257,"1,2-Dichloroethylene",540-59-0
NYD000514257,Styrene (monomer),100-42-5
NYD000514257,Trichloroethylene,79-01-6
NYD000514257,Vinyl chloride,75-01-4
NYD000514257,Benzoic acid,65-85-0
NYD000514257,Thallium,7440-28-0
NYD000514257,Aroclor-1254,11097-69-1
NYD000514257,Anthracene,120-12-7
NYD000514257,Chlordane,57-74-9
NYD000514257,Chromium (hexavalent),18540-29-9
NYD000514257,Carbon disulfide,75-15-0
NYD000514257,Methyl isobutyl ketone,108-10-1
NYD000606947,Dioxins/dibenzofurans,TBD-00000004
NYD000606947,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1746-01-6
NYD000606947,"1,2,3-Trichlorobenzene",87-61-6
NYD000606947,Arsenic,7440-38-2
NYD000606947,Zinc,7440-66-6
NYD000606947,Benzene,71-43-2
NYD000606947,Toluene,108-88-3
NYD000606947,Trichlorophenols,25167-82-2
NYD000606947,Chromium,7440-47-3
NYD000606947,Lead,7439-92-1
NYD000606947,Total PAHs,130498-29-2
NYD000606947,Pesticides,TBD-00000011
NYD000606947,Xylene (mixed isomers),1330-20-7
NYD000606947,Dioxins (chlorinated dibenzodioxins),TBD-00000004
NYD000606947,Cobalt,7440-48-4
NYD000606947,Aluminum,7429-90-5
NYD000606947,Antimony,7440-36-0
NYD000606947,Barium,7440-39-3
NYD000606947,Beryllium,7440-41-7
NYD000606947,Cadmium,7440-43-9
NYD000606947,Calcium,7440-70-2
NYD000606947,Copper,7440-50-8
NYD000606947,Iron,7439-89-6
NYD000606947,Magnesium,7439-95-4
NYD000606947,Manganese,7439-96-5
NYD000606947,Mercury,7439-97-6
NYD000606947,Molybdenum,7439-98-7
NYD000606947,Nickel,7440-02-0
NYD000606947,Potassium,07-09-40
NYD000606947,Selenium,7782-49-2
NYD000606947,Silver,7440-22-4
NYD000606947,Thallium,7440-28-0
NYD000606947,Vanadium (fume or dust),7440-62-2
NYD000606947,Benzo(b)fluoranthene,205-99-2
NYD000606947,Benzo[a]anthracene,56-55-3
NYD000606947,Benzo[a]pyrene,50-32-8
NYD000606947,Chrysene,218-01-9
NYD000606947,"Indeno(1,2,3-cd)pyrene",193-39-5
NYD000606947,Benzoyl chloride,98-88-4
NYD000606947,Lindane,58-89-9
NYD000606947,Chlorobenzene,108-90-7
NYD000813428,"1,1-Dichloroethene",75-35-4
NYD000813428,"1,2-Dichloroethene",540-59-0
NYD000813428,Tetrachloroethene,127-18-4
NYD000813428,Trichloroethene,79-01-6
NYD000813428,Vinyl chloride,75-01-4
NYD000831644,Dioxins/dibenzofurans,TBD-00000004
NYD000831644,PCBs,TBD-00000027
NYD000831644,Pesticides,TBD-00000011
NYD000831644,VOC,TBD-00000010
NYD000831644,Benzoic acid,65-85-0
NYD000831644,Phenol,108-95-2
NYD000831644,Tetrachloroethylene,127-18-4
NYD000831644,Toluene,108-88-3
NYD000831644,Chlorendic acid,115-28-6
NYD000831644,Chlorobenzoic acid,26264-09-5
NYD001344456,Pentachlorophenol,87-86-5
NYD001344456,Antimony,7440-36-0
NYD001344456,Arsenic,7440-38-2
NYD001344456,Cadmium,7440-43-9
NYD001344456,Chromium,7440-47-3
NYD001344456,Copper,7440-50-8
NYD001344456,Iron,7439-89-6
NYD001344456,Manganese,7439-96-5
NYD001344456,"Vanadium, metal and/or alloy",E17133026
NYD001344456,Bis(2-ethylhexyl)phthalate,117-81-7
NYD001344456,Aldrin,309-00-2
NYD001344456,Dieldrin,60-57-1
NYD001344456,"4,4-DDE",72-55-9
NYD001344456,Tetrachloroethylene,127-18-4
NYD001344456,Trichloroethylene,79-01-6
NYD001344456,Cobalt,7440-48-4
NYD001344456,Heptachlor,76-44-8
NYD001344456,Heptachlor epoxide,1024-57-3
NYD001344456,"1,2-cis-Dichloroethylene",156-59-2
NYD001344456,Benzene,71-43-2
NYD001344456,Vinyl chloride,75-01-4
NYD001344456,Aluminum (fume or dust),7429-90-5
NYD001344456,Lead,7439-92-1
NYD001344456,Thallium,7440-28-0
NYD001344456,Benzo(b)fluoranthene,205-99-2
NYD001344456,Benzo[a]anthracene,56-55-3
NYD001344456,Benzo[a]pyrene,50-32-8
NYD001344456,"Dibenzo(a,h)Anthracene",53-70-3
NYD001344456,"Indeno(1,2,3-cd)pyrene",193-39-5
NYD001344456,alpha-Chlordane,5103-71-9
NYD001344456,"cis-1,2-Dichloroethylene",156-59-2
NYD001485226,Chromium,7440-47-3
NYD001485226,Lead,7439-92-1
NYD001485226,"1,1,1-Trichloroethane",71-55-6
NYD001485226,Bis(2-ethylhexyl)phthalate,117-81-7
NYD001485226,"1,1-Dichloroethane",75-34-3
NYD001485226,Toluene,108-88-3
NYD001485226,Xylene (mixed isomers),1330-20-7
NYD001533165,"1,4-Dichlorobenzene",106-46-7
NYD001533165,Chromium,7440-47-3
NYD001533165,Lead,7439-92-1
NYD001533165,Naphthalene,91-20-3
NYD001533165,"1,1-Dichloroethane",75-34-3
NYD001533165,"1,2-Dichlorobenzene",95-50-1
NYD001533165,"1,2-trans-Dichloroethylene",156-60-5
NYD001533165,"1,3-Dichlorobenzene",541-73-1
NYD001533165,Chlorobenzene,108-90-7
NYD001533165,Ethylbenzene,100-41-4
NYD001533165,Xylene (mixed isomers),1330-20-7
NYD001667872,Resorcinol,108-46-3
NYD001667872,Inorganics,TBD-00000005
NYD001667872,Metals,TBD-00000006
NYD001667872,Radioactive,TBD-00000017
NYD001667872,VOC,TBD-00000010
NYD001667872,Radium,7440-14-4
NYD002041531,Tetrachloroethene,127-18-4
NYD002041531,Trichloroethene,79-01-6
NYD002041531,Vinyl chloride,75-01-4
NYD002041531,"cis-1,2-Dichloroethene",156-59-2
NYD002041531,Aroclor-1254,11097-69-1
NYD002041531,Aroclor-1260,11096-82-5
NYD002041531,PCBs,1336-36-3
NYD002044584,Benzoic acid,65-85-0
NYD002044584,Phenol,108-95-2
NYD002044584,Asbestos,1332-21-4
NYD002044584,Cadmium,7440-43-9
NYD002044584,Chromium,7440-47-3
NYD002044584,Lead,7439-92-1
NYD002044584,Metals,TBD-00000006
NYD002044584,Zinc,7440-66-6
NYD002044584,Bis(2-ethylhexyl)phthalate,117-81-7
NYD002044584,Dibutyl phthalate,84-74-2
NYD002044584,Di-n-octyl phthalate,117-84-0
NYD002044584,Fluoranthene,206-44-0
NYD002044584,Phenanthrene,85-01-8
NYD002044584,Pyrene,129-00-0
NYD002044584,Base neutral acids,TBD-00000002
NYD002044584,Arsenic,7440-38-2
NYD002044584,Dichloromethane,75-09-2
NYD002044584,Toluene,108-88-3
NYD002044584,Xylene (mixed isomers),1330-20-7
NYD002044584,"1,4-Dichlorobenzene",106-46-7
NYD002044584,Iron,7439-89-6
NYD002044584,Manganese,7439-96-5
NYD002044584,Mercury,7439-97-6
NYD002044584,Nickel,7440-02-0
NYD002044584,Thallium,7440-28-0
NYD002044584,Chrysene,218-01-9
NYD002044584,Naphthalene,91-20-3
NYD002044584,"4,4-DDT",50-29-3
NYD002044584,Heptachlor,76-44-8
